employee_id,department,review_date,score,reviewer_id,promoted
EMP0077,Sales,2024-10-28,3.5,EMP0041,False
EMP0077,Sales,2025-10-28,3.9,EMP0041,False
EMP0078,Operations,2024-02-29,3.4,EMP0046,False
EMP0078,Operations,2025-02-28,3.6,EMP0046,False
EMP0078,Operations,2026-02-28,2.9,EMP0046,False
EMP0079,Sales,2024-05-22,3.5,EMP0009,False
EMP0079,Sales,2025-05-22,3.6,EMP0009,False
EMP0080,Sales,2023-12-03,1.8,EMP0027,False
EMP0080,Sales,2024-12-02,1.9,EMP0027,False
EMP0080,Sales,2025-12-02,1.7,EMP0027,False
EMP0081,HR,2024-08-28,3.1,EMP0045,False
EMP0082,Operations,2023-07-06,3.7,EMP0049,False
EMP0082,Operations,2024-07-05,4.0,EMP0049,False
EMP0082,Operations,2025-07-05,3.5,EMP0049,False
EMP0083,Finance,2025-07-21,4.5,EMP0015,True
EMP0084,Sales,2024-11-08,2.6,EMP0047,False
EMP0085,Finance,2025-03-28,2.9,EMP0038,False
EMP0086,Engineering,2023-11-15,3.3,EMP0004,False
EMP0086,Engineering,2024-11-14,3.4,EMP0004,False
EMP0086,Engineering,2025-11-14,3.3,EMP0004,False
EMP0087,Finance,2024-10-07,3.2,EMP0018,False
EMP0087,Finance,2025-10-07,3.8,EMP0018,False
EMP0088,HR,2024-10-23,3.6,EMP0015,False
EMP0088,HR,2025-10-23,4.2,EMP0015,False
EMP0089,Marketing,2023-07-31,2.8,EMP0002,False
EMP0089,Marketing,2024-07-30,2.4,EMP0002,False
EMP0089,Marketing,2025-07-30,2.5,EMP0002,False
EMP0090,Sales,2025-05-15,3.0,EMP0050,False
EMP0091,Sales,2025-08-03,3.6,EMP0020,False
EMP0092,Operations,2024-05-14,3.8,EMP0026,False
EMP0092,Operations,2025-05-14,3.2,EMP0026,False
EMP0093,Engineering,2025-10-27,3.1,EMP0045,False
EMP0094,Marketing,2023-10-31,3.2,EMP0003,False
EMP0094,Marketing,2024-10-30,3.2,EMP0003,False
EMP0094,Marketing,2025-10-30,3.4,EMP0003,False
EMP0095,Operations,2024-07-13,2.8,EMP0027,False
EMP0095,Operations,2025-07-13,2.9,EMP0027,False
EMP0096,Engineering,2024-07-04,2.2,EMP0046,False
EMP0096,Engineering,2025-07-04,3.2,EMP0046,False
EMP0097,Finance,2024-12-15,3.1,EMP0040,False
EMP0097,Finance,2025-12-15,2.9,EMP0040,False
EMP0098,Finance,2025-07-17,3.5,EMP0016,False
EMP0099,HR,2024-03-05,3.8,EMP0040,False
EMP0099,HR,2025-03-05,3.7,EMP0040,False
EMP0100,HR,2025-11-17,3.1,EMP0014,False
EMP0101,HR,2025-12-17,2.8,EMP0036,False
EMP0102,Operations,2023-09-25,3.3,EMP0032,False
EMP0102,Operations,2024-09-24,3.3,EMP0032,False
EMP0102,Operations,2025-09-24,3.4,EMP0032,False
EMP0103,Marketing,2025-06-27,2.4,EMP0006,False
EMP0104,Sales,2024-03-05,2.4,EMP0024,False
EMP0104,Sales,2025-03-05,3.3,EMP0024,False
EMP0105,Operations,2024-09-07,3.7,EMP0022,False
EMP0105,Operations,2025-09-07,3.1,EMP0022,False
EMP0106,Marketing,2024-05-08,3.7,EMP0047,False
EMP0106,Marketing,2025-05-08,3.6,EMP0047,False
EMP0107,HR,2024-12-29,4.8,EMP0013,False
EMP0107,HR,2025-12-29,4.2,EMP0013,False
EMP0108,Marketing,2025-07-10,3.4,EMP0039,False
EMP0109,Engineering,2024-04-28,3.6,EMP0020,False
EMP0109,Engineering,2025-04-28,3.4,EMP0020,False
EMP0112,Finance,2023-08-21,3.4,EMP0008,False
EMP0112,Finance,2024-08-20,3.1,EMP0008,False
EMP0112,Finance,2025-08-20,2.9,EMP0008,False
EMP0113,Finance,2025-02-09,3.1,EMP0010,False
EMP0113,Finance,2026-02-09,3.0,EMP0010,False
EMP0114,Operations,2023-09-25,5.0,EMP0036,False
EMP0114,Operations,2024-09-24,5.0,EMP0036,True
EMP0114,Operations,2025-09-24,4.9,EMP0036,True
EMP0115,Operations,2025-03-24,3.6,EMP0025,False
EMP0116,Finance,2025-02-21,3.5,EMP0037,False
EMP0116,Finance,2026-02-21,3.2,EMP0037,False
EMP0117,Operations,2023-10-09,4.2,EMP0041,False
EMP0117,Operations,2024-10-08,3.9,EMP0041,False
EMP0117,Operations,2025-10-08,3.4,EMP0041,False
EMP0118,HR,2023-12-07,2.9,EMP0005,False
EMP0118,HR,2024-12-06,2.7,EMP0005,False
EMP0118,HR,2025-12-06,2.6,EMP0005,False
EMP0119,Engineering,2025-06-04,4.2,EMP0003,False
EMP0120,HR,2025-06-18,4.6,EMP0044,False
EMP0121,HR,2025-03-31,3.6,EMP0028,False
EMP0122,Operations,2023-11-29,2.7,EMP0005,False
EMP0122,Operations,2024-11-28,2.3,EMP0005,False
EMP0122,Operations,2025-11-28,2.4,EMP0005,False
EMP0123,Sales,2025-02-28,4.1,EMP0019,False
EMP0123,Sales,2026-02-28,4.0,EMP0019,False
EMP0124,Engineering,2024-05-06,2.6,EMP0033,False
EMP0124,Engineering,2025-05-06,2.4,EMP0033,False
EMP0125,Finance,2023-08-09,3.4,EMP0039,False
EMP0125,Finance,2024-08-08,3.3,EMP0039,False
EMP0125,Finance,2025-08-08,3.2,EMP0039,False
EMP0126,Engineering,2025-05-20,3.8,EMP0038,False
EMP0127,Marketing,2025-02-09,3.1,EMP0034,False
EMP0128,HR,2025-02-18,2.9,EMP0006,False
EMP0128,HR,2026-02-18,2.9,EMP0006,False
EMP0129,HR,2024-05-23,3.0,EMP0022,False
EMP0129,HR,2025-05-23,3.3,EMP0022,False
EMP0130,Marketing,2025-05-08,3.2,EMP0003,False
EMP0131,Engineering,2024-05-26,2.0,EMP0001,False
EMP0132,Finance,2024-12-11,3.2,EMP0041,False
EMP0132,Finance,2025-12-11,2.8,EMP0041,False
EMP0133,Engineering,2025-01-12,2.7,EMP0008,False
EMP0134,Marketing,2024-03-01,3.6,EMP0036,False
EMP0134,Marketing,2025-03-01,3.3,EMP0036,False
EMP0135,Operations,2024-02-15,2.3,EMP0030,False
EMP0135,Operations,2025-02-14,2.8,EMP0030,False
EMP0135,Operations,2026-02-14,2.9,EMP0030,False
EMP0136,Marketing,2024-11-21,4.3,EMP0033,False
EMP0136,Marketing,2025-11-21,4.8,EMP0033,False
EMP0137,Finance,2024-10-25,2.9,EMP0010,False
EMP0137,Finance,2025-10-25,3.4,EMP0010,False
EMP0138,Sales,2024-12-01,3.1,EMP0005,False
EMP0138,Sales,2025-12-01,3.3,EMP0005,False
EMP0139,Finance,2025-09-13,3.7,EMP0019,False
EMP0140,Operations,2025-05-05,2.4,EMP0029,False
EMP0141,HR,2025-08-19,3.3,EMP0021,False
EMP0142,Marketing,2024-07-26,4.0,EMP0048,False
EMP0143,Marketing,2024-07-24,2.8,EMP0032,False
EMP0143,Marketing,2025-07-24,3.3,EMP0032,False
EMP0144,Sales,2025-02-23,3.1,EMP0029,False
EMP0144,Sales,2026-02-23,3.6,EMP0029,False
EMP0145,Operations,2023-07-15,4.3,EMP0042,False
EMP0145,Operations,2024-07-14,3.2,EMP0042,False
EMP0145,Operations,2025-07-14,3.7,EMP0042,False
EMP0146,Engineering,2024-03-27,3.9,EMP0042,False
EMP0146,Engineering,2025-03-27,3.6,EMP0042,False
EMP0147,HR,2025-11-25,3.3,EMP0041,False
EMP0148,Operations,2023-09-08,2.1,EMP0048,False
EMP0148,Operations,2024-09-07,2.3,EMP0048,False
EMP0149,Finance,2025-08-16,4.0,EMP0029,False
EMP0150,Marketing,2023-07-29,3.8,EMP0024,False
EMP0151,Sales,2024-08-24,3.2,EMP0011,False
EMP0151,Sales,2025-08-24,3.2,EMP0011,False
EMP0152,Engineering,2024-07-25,3.7,EMP0032,False
EMP0152,Engineering,2025-07-25,3.7,EMP0032,False
EMP0153,Sales,2024-03-16,2.9,EMP0030,False
EMP0153,Sales,2025-03-16,3.1,EMP0030,False
EMP0154,Marketing,2023-09-13,3.3,EMP0038,False
EMP0154,Marketing,2024-09-12,3.5,EMP0038,False
EMP0154,Marketing,2025-09-12,4.0,EMP0038,False
EMP0155,Marketing,2025-06-05,4.1,EMP0013,False
EMP0156,Finance,2024-07-24,2.5,EMP0019,False
EMP0156,Finance,2025-07-24,3.0,EMP0019,False
EMP0157,Engineering,2025-05-04,4.5,EMP0037,False
EMP0158,Operations,2025-10-29,3.2,EMP0050,False
EMP0159,Operations,2024-02-09,2.9,EMP0044,False
EMP0159,Operations,2025-02-08,2.6,EMP0044,False
EMP0159,Operations,2026-02-08,3.1,EMP0044,False
EMP0160,Marketing,2025-04-02,3.3,EMP0029,False
EMP0161,Operations,2023-11-11,3.3,EMP0012,False
EMP0162,Sales,2025-12-13,4.1,EMP0033,False
EMP0163,Sales,2025-10-21,3.8,EMP0048,False
EMP0164,Engineering,2023-09-15,3.1,EMP0036,False
EMP0165,Engineering,2023-07-14,3.4,EMP0030,False
EMP0165,Engineering,2024-07-13,4.2,EMP0030,False
EMP0165,Engineering,2025-07-13,4.3,EMP0030,False
EMP0166,Marketing,2024-03-24,3.4,EMP0007,False
EMP0166,Marketing,2025-03-24,4.1,EMP0007,False
EMP0167,Finance,2025-12-21,3.5,EMP0040,False
EMP0168,Marketing,2025-10-20,3.8,EMP0042,False
EMP0170,Finance,2025-05-16,3.1,EMP0027,False
EMP0171,Finance,2025-10-30,3.9,EMP0018,False
EMP0172,Marketing,2024-09-26,3.0,EMP0024,False
EMP0172,Marketing,2025-09-26,3.0,EMP0024,False
EMP0173,Marketing,2026-01-08,3.2,EMP0004,False
EMP0174,HR,2023-11-02,2.9,EMP0006,False
EMP0174,HR,2024-11-01,3.4,EMP0006,False
EMP0174,HR,2025-11-01,2.9,EMP0006,False
EMP0175,Marketing,2023-07-21,3.7,EMP0037,False
EMP0175,Marketing,2024-07-20,3.6,EMP0037,False
EMP0176,Engineering,2025-01-17,4.3,EMP0015,False
EMP0176,Engineering,2026-01-17,4.3,EMP0015,False
EMP0177,Sales,2025-03-01,3.9,EMP0035,False
EMP0179,Engineering,2023-08-22,2.7,EMP0048,False
EMP0180,Finance,2024-07-04,4.6,EMP0029,True
EMP0180,Finance,2025-07-04,4.4,EMP0029,False
EMP0181,Operations,2025-09-09,3.2,EMP0020,False
EMP0182,Marketing,2023-08-31,3.4,EMP0028,False
EMP0182,Marketing,2024-08-30,3.5,EMP0028,False
EMP0182,Marketing,2025-08-30,3.0,EMP0028,False
EMP0184,Sales,2025-04-08,3.8,EMP0025,False
EMP0185,Finance,2024-09-12,3.6,EMP0047,False
EMP0186,Finance,2024-02-18,3.8,EMP0026,False
EMP0186,Finance,2025-02-17,4.3,EMP0026,False
EMP0186,Finance,2026-02-17,3.5,EMP0026,False
EMP0187,Marketing,2024-09-09,2.8,EMP0024,False
EMP0187,Marketing,2025-09-09,2.7,EMP0024,False
EMP0189,Sales,2025-02-19,3.3,EMP0022,False
EMP0189,Sales,2026-02-19,3.1,EMP0022,False
EMP0190,Finance,2025-05-11,2.5,EMP0047,False
EMP0191,HR,2024-06-24,3.5,EMP0043,False
EMP0191,HR,2025-06-24,3.1,EMP0043,False
EMP0192,Sales,2024-06-22,4.9,EMP0008,True
EMP0192,Sales,2025-06-22,4.2,EMP0008,False
EMP0193,Operations,2024-09-11,3.1,EMP0002,False
EMP0193,Operations,2025-09-11,3.3,EMP0002,False
EMP0194,Engineering,2025-06-18,2.5,EMP0023,False
EMP0195,Sales,2025-01-29,4.0,EMP0010,False
EMP0195,Sales,2026-01-29,3.7,EMP0010,False
EMP0196,Engineering,2024-02-05,3.9,EMP0022,False
EMP0196,Engineering,2025-02-04,4.4,EMP0022,False
EMP0196,Engineering,2026-02-04,4.2,EMP0022,False
EMP0197,HR,2024-05-27,3.4,EMP0039,False
EMP0197,HR,2025-05-27,2.7,EMP0039,False
EMP0198,Engineering,2025-08-10,2.8,EMP0018,False
EMP0199,Marketing,2025-03-12,3.3,EMP0014,False
EMP0200,HR,2024-04-15,2.7,EMP0032,False
EMP0200,HR,2025-04-15,3.0,EMP0032,False
EMP0201,Engineering,2025-03-04,2.7,EMP0050,False
EMP0202,HR,2023-10-30,4.1,EMP0009,False
EMP0202,HR,2024-10-29,3.6,EMP0009,False
EMP0203,Operations,2024-11-23,4.0,EMP0005,False
EMP0203,Operations,2025-11-23,3.8,EMP0005,False
EMP0204,Marketing,2023-07-19,3.0,EMP0021,False
EMP0204,Marketing,2024-07-18,3.7,EMP0021,False
EMP0204,Marketing,2025-07-18,3.5,EMP0021,False
EMP0205,Operations,2025-04-15,2.2,EMP0026,False
EMP0206,HR,2026-02-24,2.1,EMP0006,False
EMP0207,Engineering,2025-02-22,3.2,EMP0026,False
EMP0207,Engineering,2026-02-22,3.8,EMP0026,False
EMP0208,Marketing,2024-06-05,3.5,EMP0033,False
EMP0208,Marketing,2025-06-05,3.1,EMP0033,False
EMP0209,Operations,2026-01-12,3.5,EMP0047,False
EMP0210,Sales,2024-03-18,4.8,EMP0012,True
EMP0210,Sales,2025-03-18,4.1,EMP0012,False
EMP0211,Finance,2025-08-16,3.9,EMP0042,False
EMP0212,Marketing,2024-09-22,3.8,EMP0018,False
EMP0213,HR,2024-05-12,4.0,EMP0004,False
EMP0213,HR,2025-05-12,4.4,EMP0004,False
EMP0214,HR,2025-11-30,3.6,EMP0040,False
EMP0215,Finance,2025-09-17,3.0,EMP0029,False
EMP0217,Operations,2023-08-09,2.9,EMP0029,False
EMP0217,Operations,2024-08-08,4.0,EMP0029,False
EMP0217,Operations,2025-08-08,3.2,EMP0029,False
EMP0218,HR,2024-04-14,3.2,EMP0044,False
EMP0218,HR,2025-04-14,3.2,EMP0044,False
EMP0219,Marketing,2023-09-05,3.5,EMP0044,False
EMP0219,Marketing,2024-09-04,3.4,EMP0044,False
EMP0219,Marketing,2025-09-04,3.2,EMP0044,False
EMP0220,HR,2025-11-18,3.1,EMP0010,False
EMP0221,Engineering,2023-11-21,4.5,EMP0042,True
EMP0221,Engineering,2024-11-20,4.3,EMP0042,False
EMP0221,Engineering,2025-11-20,4.3,EMP0042,False
EMP0223,Marketing,2024-12-01,3.9,EMP0020,False
EMP0223,Marketing,2025-12-01,3.8,EMP0020,False
EMP0224,Sales,2025-08-22,3.0,EMP0009,False
EMP0226,Operations,2023-12-13,3.0,EMP0047,False
EMP0226,Operations,2024-12-12,4.1,EMP0047,False
EMP0226,Operations,2025-12-12,4.2,EMP0047,False
EMP0227,Engineering,2025-05-22,2.7,EMP0040,False
EMP0228,Marketing,2024-02-24,3.0,EMP0031,False
EMP0228,Marketing,2025-02-23,3.0,EMP0031,False
EMP0228,Marketing,2026-02-23,2.7,EMP0031,False
EMP0229,HR,2025-02-03,3.0,EMP0050,False
EMP0229,HR,2026-02-03,2.9,EMP0050,False
EMP0230,Finance,2024-08-31,4.1,EMP0039,False
EMP0230,Finance,2025-08-31,3.9,EMP0039,False
EMP0231,HR,2024-11-03,3.0,EMP0007,False
EMP0231,HR,2025-11-03,2.8,EMP0007,False
EMP0232,HR,2023-12-11,2.8,EMP0006,False
EMP0232,HR,2024-12-10,2.9,EMP0006,False
EMP0234,Finance,2024-07-17,3.5,EMP0007,False
EMP0234,Finance,2025-07-17,3.0,EMP0007,False
EMP0235,Sales,2024-04-18,4.3,EMP0045,False
EMP0235,Sales,2025-04-18,4.0,EMP0045,False
EMP0237,Operations,2025-03-14,2.6,EMP0050,False
EMP0238,Sales,2023-08-17,3.6,EMP0005,False
EMP0238,Sales,2024-08-16,3.5,EMP0005,False
EMP0239,Finance,2023-07-16,2.9,EMP0016,False
EMP0239,Finance,2024-07-15,3.3,EMP0016,False
EMP0239,Finance,2025-07-15,2.7,EMP0016,False
EMP0240,HR,2025-03-20,3.9,EMP0027,False
EMP0241,Marketing,2024-12-17,3.4,EMP0034,False
EMP0241,Marketing,2025-12-17,3.1,EMP0034,False
EMP0242,Finance,2023-08-13,3.8,EMP0017,False
EMP0242,Finance,2024-08-12,3.3,EMP0017,False
EMP0242,Finance,2025-08-12,4.0,EMP0017,False
EMP0243,HR,2024-06-17,3.8,EMP0050,False
EMP0243,HR,2025-06-17,3.7,EMP0050,False
EMP0244,Sales,2025-01-09,3.7,EMP0045,False
EMP0245,Marketing,2023-11-15,2.2,EMP0019,False
EMP0245,Marketing,2024-11-14,2.0,EMP0019,False
EMP0247,HR,2025-04-22,2.3,EMP0042,False
EMP0248,HR,2024-07-10,2.9,EMP0048,False
EMP0248,HR,2025-07-10,2.3,EMP0048,False
EMP0249,Finance,2024-01-07,4.7,EMP0024,True
EMP0249,Finance,2025-01-06,3.6,EMP0024,False
EMP0249,Finance,2026-01-06,4.7,EMP0024,False
EMP0250,Engineering,2023-09-18,3.9,EMP0035,False
EMP0250,Engineering,2024-09-17,3.8,EMP0035,False
EMP0250,Engineering,2025-09-17,3.6,EMP0035,False
EMP0251,HR,2024-05-30,2.5,EMP0029,False
EMP0251,HR,2025-05-30,2.4,EMP0029,False
EMP0252,Sales,2024-06-23,4.4,EMP0040,False
EMP0252,Sales,2025-06-23,4.1,EMP0040,False
EMP0253,HR,2025-09-17,4.7,EMP0043,True
EMP0254,HR,2025-08-05,3.7,EMP0010,False
EMP0255,Engineering,2024-02-26,2.2,EMP0024,False
EMP0255,Engineering,2025-02-25,2.3,EMP0024,False
EMP0255,Engineering,2026-02-25,1.7,EMP0024,False
EMP0256,Operations,2023-12-04,2.4,EMP0024,False
EMP0256,Operations,2024-12-03,3.0,EMP0024,False
EMP0256,Operations,2025-12-03,2.9,EMP0024,False
EMP0257,Engineering,2024-12-23,3.8,EMP0042,False
EMP0257,Engineering,2025-12-23,3.9,EMP0042,False
EMP0258,Sales,2023-07-26,3.4,EMP0034,False
EMP0258,Sales,2024-07-25,3.1,EMP0034,False
EMP0258,Sales,2025-07-25,3.1,EMP0034,False
EMP0259,Operations,2025-08-31,3.3,EMP0045,False
EMP0261,Marketing,2023-09-04,2.5,EMP0020,False
EMP0261,Marketing,2024-09-03,2.9,EMP0020,False
EMP0261,Marketing,2025-09-03,2.3,EMP0020,False
EMP0262,Marketing,2025-06-16,3.9,EMP0033,False
EMP0263,Engineering,2025-09-18,2.2,EMP0024,False
EMP0264,Finance,2025-01-14,3.4,EMP0020,False
EMP0265,Marketing,2024-12-19,3.8,EMP0037,False
EMP0265,Marketing,2025-12-19,4.0,EMP0037,False
EMP0266,Sales,2025-04-17,3.4,EMP0023,False
EMP0267,Operations,2024-01-02,3.8,EMP0028,False
EMP0267,Operations,2025-01-01,4.0,EMP0028,False
EMP0267,Operations,2026-01-01,4.2,EMP0028,False
EMP0268,Engineering,2024-05-06,2.6,EMP0023,False
EMP0269,Engineering,2025-04-10,3.3,EMP0009,False
EMP0270,Operations,2024-11-25,3.2,EMP0038,False
EMP0270,Operations,2025-11-25,3.5,EMP0038,False
EMP0271,Sales,2025-07-06,4.1,EMP0037,False
EMP0272,Engineering,2026-02-25,2.1,EMP0017,False
EMP0273,Operations,2025-04-14,3.5,EMP0042,False
EMP0274,Finance,2025-10-03,2.7,EMP0030,False
EMP0275,Marketing,2024-09-22,2.1,EMP0014,False
EMP0275,Marketing,2025-09-22,2.2,EMP0014,False
EMP0276,Operations,2025-11-28,3.5,EMP0026,False
EMP0277,HR,2023-10-16,3.1,EMP0008,False
EMP0277,HR,2024-10-15,4.2,EMP0008,False
EMP0277,HR,2025-10-15,3.5,EMP0008,False
EMP0278,Finance,2023-10-07,2.8,EMP0016,False
EMP0279,HR,2025-07-07,3.4,EMP0032,False
EMP0280,Finance,2024-11-20,3.8,EMP0016,False
EMP0281,Operations,2023-08-20,3.2,EMP0042,False
EMP0281,Operations,2024-08-19,3.4,EMP0042,False
EMP0281,Operations,2025-08-19,4.2,EMP0042,False
EMP0283,HR,2023-08-21,3.8,EMP0024,False
EMP0283,HR,2024-08-20,4.1,EMP0024,False
EMP0283,HR,2025-08-20,3.6,EMP0024,False
EMP0284,Engineering,2024-10-03,2.7,EMP0040,False
EMP0284,Engineering,2025-10-03,3.2,EMP0040,False
EMP0285,Sales,2024-08-06,4.6,EMP0036,True
EMP0285,Sales,2025-08-06,5.0,EMP0036,False
EMP0286,Sales,2024-12-02,2.2,EMP0003,False
EMP0286,Sales,2025-12-02,1.8,EMP0003,False
EMP0287,Sales,2025-09-30,3.7,EMP0010,False
EMP0288,HR,2024-05-21,4.3,EMP0038,False
EMP0288,HR,2025-05-21,4.2,EMP0038,False
EMP0289,Operations,2024-12-26,3.4,EMP0020,False
EMP0289,Operations,2025-12-26,3.7,EMP0020,False
EMP0290,Engineering,2025-05-19,2.9,EMP0047,False
